martial focus	bruiser,monk
masked strike	assassin
masked strike xii	assassin
masked strike xiii	assassin
massacre	assassin
massacre xii	assassin
master of the hunt	fury
master of the hunt xii	fury
master's intervention	conjuror
maul	berserker
maul xii	berserker
maul xiii	berserker
medusa gaze	coercer
medusa gaze xii	coercer
medusa gaze xiii	coercer
medusa gaze xiv	coercer
meliorate	templar
meliorate xii	templar
meliorate xiii	templar
meliorate xiv	templar
meliorate xv	templar
mend	monk
merciless melody	dirge,troubador
merciless stomp	bruiser
merciless stomp xii	bruiser
merciless stomp xiii	bruiser
mesmerize	coercer
mesmerize xii	coercer
meteor fist	bruiser
meteor fist xii	bruiser
meteor fist xiii	bruiser
mind blast	coercer,illusionist
mind's eye	coercer
mindbend	coercer
mindful melody	troubador
minion translocation	conjuror,necromancer
minion's stance: agitation	conjuror,necromancer
minion's stance: protective brace	conjuror,necromancer
ministration	inquisitor
ministration xii	inquisitor
ministration xiii	inquisitor
ministration xiv	inquisitor
ministration xv	inquisitor
minor arch healing	channeler,defiler,fury,inquisitor,mystic,templar,warden
minor healing	channeler,defiler,fury,inquisitor,mystic,templar,warden
miracle shot	ranger
miragul's dark heart summoning	necromancer
misfortune's kiss	dirge
misfortune's kiss xii	dirge
misfortune's kiss xiii	dirge
misfortune's kiss xiv	dirge
mock	berserker
mock xii	berserker
mock xiii	berserker
mock xiv	berserker
moderate	guardian
mortal blade	assassin
mortal blade xii	assassin
mortal embrace	shadowknight
mortality mark	necromancer
mortality mark xii	necromancer
mountain stance	monk
mug	brigand
mug xii	brigand
mug xiii	brigand
murderous design	assassin
murderous rake	brigand
murderous rake xii	brigand
mutilate	berserker
mutilate xii	berserker
mutilate xiii	berserker
mystical hex ward	mystic
najena's essence summoning	conjuror
natural combustion	fury
natural infusion	warden
natural selection	ranger
natural selection xii	ranger
nature's elixir	fury
nature's elixir xii	fury
nature's elixir xiii	fury
nature's elixir xiv	fury
nature's embrace	warden
nature's embrace xii	warden
nature's embrace xiii	warden
nature's embrace xiv	warden
nature's pack	warden
nature's renewal	warden
nature's salve	fury
nature's salve xii	fury
nature's salve xiii	fury
nature's salve xiv	fury
nature's salve xv	fury
nature's touch	warden
necromantic pact	necromancer
necromantic pact xii	necromancer
necromantic pact xiii	necromancer
necrotic blade	assassin
necrotic reconstruction	necromancer
necrotic reconstruction xii	necromancer
necrotic reconstruction xiii	necromancer
necrotic reconstruction xiv	necromancer
nereid's boon	warden
netherealm	warlock
netherlord	warlock
netherous bind	warlock
nettleshield	fury,warden
never surrender	guardian
night strike	troubador
night strike xii	troubador
night strike xiii	troubador
night strike xiv	troubador
nightmare	illusionist
nightmare xii	illusionist
nightmare xiii	illusionist
nightshade	necromancer
nightshade's resolve	assassin
noxious efflux	defiler
noxious efflux xii	defiler
noxious symphony	dirge
noxious symphony xii	dirge
null caress	warlock
nullify	warlock
nullify xii	warlock
nullify xiii	warlock
nullmail	warlock
numbing cold	wizard
oberon	mystic
obliterated psyche	coercer
obliterated psyche xii	coercer
odyssey	inquisitor,templar
one hundred hand punch	bruiser
one hundred hand punch xii	bruiser
open shot	assassin,ranger
open wounds	berserker
oration of sacrifice	dirge
outward calm	monk
overpower	guardian
overpower xii	guardian
overpower xiii	guardian
overwhelming force	berserker
overwhelming silence	coercer,illusionist
pact of the cheetah	fury
painbringer	shadowknight
painbringer xii	shadowknight
painbringer xiii	shadowknight
painful lamentations	troubador
painful lamentations xii	troubador
painful meditation	warlock,wizard
pandemic	necromancer
pandemic xii	necromancer
pandemic xiii	necromancer
pandemic xiv	necromancer
paralyzing strike	assassin
paranoia	illusionist
paranoia xii	illusionist
paranoia xiii	illusionist
paranoia xiv	illusionist
path of the grey	mystic
pathfinding	assassin,beastlord,brigand,dirge,ranger,swashbuckler,troubador
peaceful link	coercer
peal of battle	dirge
peel	monk
peerless predator	fury
peerless predator xii	fury
pelting earth	conjuror,necromancer
penance	inquisitor
penance xii	inquisitor
penance xiii	inquisitor
penance xiv	inquisitor
penitent kick	paladin
penitent kick xii	paladin
penitent kick xiii	paladin
percussion of stone	dirge
perdition	warlock
perfect finesse	swashbuckler
perfect shrill	troubador
perfect shrill xii	troubador
perfect shrill xiii	troubador
perfect shrill xiv	troubador
perfection of the maestro	troubador
perforate	brigand
performer's talent	dirge,troubador
personae reflection	illusionist
personae reflection xii	illusionist
personae reflection xiii	illusionist
personae reflection xiv	illusionist
pestilence	shadowknight
petrify	conjuror,necromancer
petrify xii	conjuror
phantasm	defiler,mystic
phantasmal awe	illusionist
phantom troupe	illusionist
phase	illusionist
photosynthesis	warden
photosynthesis xii	warden
photosynthesis xiii	warden
photosynthesis xiv	warden
pierce	assassin,ranger
piercing shriek	dirge,troubador
pirate's resolve	swashbuckler
plague	mystic
plague xii	mystic
plague xiii	mystic
plague xiv	mystic
plaguebringer's resolve	warlock
plane shift	conjuror
planewalker's resolve	conjuror
plant	guardian
pledge of armament	paladin,shadowknight
pledge of armament xii	paladin,shadowknight
point blank	ranger
poisonous plan	brigand
polar fire	mystic
porcupine	fury
portal	wizard
possess essence	coercer
pounce	assassin,ranger
power cleave	paladin,shadowknight
power cleave xii	paladin
power of mind	coercer
power of mind xii	coercer
power of mind xiii	coercer
power strike	bruiser,monk
prayer of amelioration	inquisitor,templar
prayer of healing	paladin
prayer of healing xii	paladin
prayer of healing xiii	paladin
precise strike	guardian
precise strike xii	guardian
premonition	mystic
premonition xii	mystic
premonition xiii	mystic
primal fury	fury
primal fury xii	fury
primal reflexes	ranger
primeval awakening	fury
primordial flame	warden
prismatic chaos	illusionist
prismatic chaos xii	illusionist
prophetic ward	mystic
protoflame	wizard
provoke	berserker,bruiser,guardian,monk,paladin,shadowknight
provoke xii	guardian
provoke xiii	guardian
provoke xiv	guardian
provoking swarm	fury,warden
pummel	bruiser
pummel xii	bruiser
pummel xiii	bruiser
puncture	brigand
puncture xii	brigand
puncture xiii	brigand
puncture xiv	brigand
puppetmaster	coercer
puppetmaster's resolve	coercer
pure awe	coercer
purifying flames	inquisitor
purifying flames xii	inquisitor
purulence	defiler
putrefy	defiler
putrefy xii	defiler
putrefy xiii	defiler
putrefy xiv	defiler
quick flurry	brigand,swashbuckler
quick strike	assassin,beastlord,brigand,dirge,ranger,swashbuckler,troubador
quick strike xii	assassin
quick strike xiii	assassin
quick strike xiv	assassin
quicksand	conjuror
radiance	inquisitor,templar
radiant strike	inquisitor,templar
raging blow	berserker
raging blow xii	berserker
raging blow xiii	berserker
raging blow xiv	berserker
rallying cry	berserker,guardian
rampage	berserker
ranger's blade	ranger
ranger's blade xii	ranger
ranger's blade xiii	ranger
rapid swings	bruiser,monk
rapidity	illusionist
rapturous strike	templar
raxxyl's rousing tune	troubador
raxxyl's rousing tune xii	troubador
raxxyl's rousing tune xiii	troubador
raxxyl's rousing tune xiv	troubador
rays of disintegration	wizard
razor edge	swashbuckler
razor edge xii	swashbuckler
reactive shell	bruiser
reanimate	defiler
rear shot	ranger
rear shot xii	ranger
rear shot xiii	ranger
rebuke	inquisitor,templar
rebuke xii	templar
rebuke xiii	templar
rebuke xiv	templar
recall of the grey	mystic
recapture	guardian
reckless aide	berserker
reconnoiter	assassin,ranger
redemption	inquisitor
redoubt	inquisitor,templar
reek of terror	coercer
reforming soul	inquisitor
refusal of atonement	paladin
regalia	illusionist
regenerating spores	warden
regrowth	fury,warden
regrowth xii	fury
regrowth xiii	fury
regrowth xiv	fury
reincarnation	warden
reinforcement	guardian
rejuvenating celebration	troubador
rejuvenation	mystic
rejuvenation xii	mystic
rejuvenation xiii	mystic
rejuvenation xiv	mystic
rejuvenation xv	mystic
rending	necromancer
reparations	paladin
repent	templar
repentance	inquisitor
repentance xii	inquisitor
requiem of reflection	troubador
rescue	berserker,bruiser,guardian,monk,paladin,shadowknight
resolute faith	paladin
resolute flagellant	inquisitor
restoration	templar
restoration xii	templar
restoration xiii	templar
restoration xiv	templar
resurgence	inquisitor
resurrect	templar
retaliate	guardian
reveal fate	templar
reverence	templar
revive	channeler,defiler,fury,inquisitor,mystic,templar,warden
revivication	necromancer
riana's relentless tune	dirge
riana's relentless tune xii	dirge
riana's relentless tune xiii	dirge
rift	warlock
righteous anger	paladin,shadowknight
righteous blow	paladin,shadowknight
righteousness	paladin
righteousness xii	paladin
righteousness xiii	paladin
ring of fire	fury
ring of ice	wizard
rising dragon	monk
rising dragon xii	monk
rising phoenix	monk
rising phoenix xii	monk
rising phoenix xiii	monk
ritual healing	mystic
ritual healing xii	mystic
ritual healing xiii	mystic
ritual healing xiv	mystic
ro's blade	wizard
ro's blade xii	wizard
ro's blade xiii	wizard
roaring flames	conjuror
rob	brigand
rob xii	brigand
rob xiii	brigand
rob xiv	brigand
rock skin	bruiser
root	warden
roundhouse	bruiser
roundhouse kick	monk
roundhouse kick xii	monk
roundhouse kick xiii	monk
roundhouse xii	bruiser
roundhouse xiii	bruiser
rousing tune	dirge,troubador
ruin	guardian
ruin xii	guardian
ruin xiii	guardian
rune of thought	illusionist
rune of thought xii	illusionist
rune of thought xiii	illusionist
runepriest's resolve	mystic
runic armor	mystic
runic armor xii	mystic
runic armor xiii	mystic
rupture	berserker
rupture xii	berserker
rupture xiii	berserker
ruthless cunning	brigand,swashbuckler
sacred armor	inquisitor
sacred armor xii	inquisitor
sacred armor xiii	inquisitor
sacrifice	conjuror
sacrificial restoration	defiler
sacrificial restoration xii	defiler
sacrificial restoration xiii	defiler
sacrificial restoration xiv	defiler
sanctifying flames	inquisitor
sanctuary	templar
sandra's deafening strike	troubador
sandra's deafening strike xii	troubador
sandra's deafening strike xiii	troubador
sandra's deafening strike xiv	troubador
sandstorm	warden
savage assault	bruiser
savante	illusionist
saving grace	guardian
scorch	warlock,wizard
scream of death	dirge
searing shot	ranger
searing shot xii	ranger
searing shot xiii	ranger
see invisibility	coercer,conjuror,illusionist,necromancer,warlock,wizard
seism	conjuror,necromancer
self preservation	brigand,swashbuckler
selo's accelerando	dirge,troubador
senescence	defiler
sentinel	guardian
sentry watch	guardian
sever	guardian
sever xii	guardian
sever xiii	guardian
shackle	wizard
shackle xii	wizard
shackle xiii	wizard
shadebringer	ranger
shadow blade	assassin,ranger
shadow coil	shadowknight
shadow coil xii	shadowknight
shadow slip	brigand,swashbuckler
shadowsight	warlock
shadowy elusion	shadowknight
shanghai	swashbuckler
shanghai xii	swashbuckler
shanghai xiii	swashbuckler
shanghai xiv	swashbuckler
shank	brigand
shard of essence	conjuror
shard storm	conjuror
shattered earth	conjuror
shattered earth xii	conjuror
shenanigans	brigand
shenanigans xii	brigand
shield of faith	templar
shift mana	coercer
shift mana xii	coercer
shift mana xiii	coercer
shift vision	illusionist
shock wave	coercer
shoulder charge	bruiser,monk
shoulder charge xii	bruiser
shoulder charge xiii	bruiser
shout	berserker,bruiser,guardian,monk,paladin,shadowknight
shout xii	guardian
shout xiii	guardian
shrink servant	coercer,conjuror,illusionist,necromancer,warlock,wizard
shroud	dirge,troubador
shroud of armor	defiler
shroud of armor xii	defiler
shroud of armor xiii	defiler
shroud of bertoxxulous	warlock
shroud of bertoxxulous xii	warlock
shrouded strike	assassin,ranger
shrug off	bruiser
sigil of heroism	paladin
sign of pacification	templar
signet of intellect	coercer
signet of intellect xii	coercer
signet of intellect xiii	coercer
signet of intuition	coercer,illusionist
silence	coercer
silence xii	coercer
silent palm	monk
silent threat	monk
silent threat xii	monk
silent threat xiii	monk
silent threat xiv	monk
simple minds	coercer
simple minds xii	coercer
simple minds xiii	coercer
singing shot	dirge,troubador
singing shot xii	troubador
sinister countenance	defiler
sinister countenance xii	defiler
siphon strength	shadowknight
siphon strike	shadowknight
siphon strike xii	shadowknight
siphon strike xiii	shadowknight
siphoning of souls	necromancer
skeletal grasp	warlock
slam	guardian
slam xii	guardian
sleight of hand	swashbuckler
slip away	assassin
slothful spirit	mystic
slurred insult	bruiser
slurred insult xii	bruiser
slurred insult xiii	bruiser
slurred insult xiv	bruiser
smite	channeler,defiler,fury,inquisitor,mystic,templar,warden
smite corruption	inquisitor,templar
smoldering fists	bruiser
smoldering fists xii	bruiser
smoldering fists xiii	bruiser
smuggle	brigand,swashbuckler
snap of the wrist	swashbuckler
snap of the wrist xii	swashbuckler
snap of the wrist xiii	swashbuckler
snare	fury,warden
snaring shot	ranger
sneak	brigand,swashbuckler
sneak attack	assassin,beastlord,brigand,dirge,ranger,swashbuckler,troubador
sneak attack xii	ranger
sneak attack xiii	ranger
snipe	ranger
snipe xii	ranger
snipe xiii	ranger
sniper shot	ranger
snow-filled steps	wizard
solar flare	wizard
solar flare xii	wizard
solar flare xiii	wizard
solar flare xiv	wizard
solar flare xv	wizard
song of magic	troubador
song of magic xii	troubador
song of magic xiii	troubador
songster's luck	dirge,troubador
songster's luck xii	dirge
songster's luck xiii	dirge
sonic punch	bruiser
soothe	inquisitor,templar
soothe servant	conjuror,necromancer
soothing sermon	inquisitor,templar
soul cannibalize	defiler
soulrend	shadowknight
soulrend xii	shadowknight
soulrend xiii	shadowknight
soulrot	necromancer
soulrot xii	necromancer
soulrot xiii	necromancer
soulrot xiv	necromancer
soulrot xv	necromancer
sparkling blade	dirge,troubador
spectral ward	defiler,mystic
speechless	illusionist
speechless xii	illusionist
spell curse	coercer
spellshield	illusionist
spine shot	assassin
spine shot xii	assassin
spirit guide	defiler,mystic
spirit of the badger	defiler,mystic
spirit of the bat	fury,warden
spirit of the bull	defiler,mystic
spirit of the mammoth	mystic
spirit of the mammoth xii	mystic
spirit of the wolf	defiler,fury,mystic,warden
spirits	mystic
spirits xii	mystic
spirits xiii	mystic
spiritual circle	defiler
spiritual seal	defiler,mystic
splinter of essence	conjuror,necromancer
spurious bravado	swashbuckler
staggering stance	bruiser,monk
stalk	assassin,ranger
stalk xii	assassin,ranger
stalk xiii	assassin,ranger
stalker's resolve	ranger
stance: brawler's stance	bruiser,monk
stance: knight's stance	paladin,shadowknight
stance: offense	berserker,bruiser,guardian,monk,paladin,shadowknight
stance: soldier's stance	berserker,guardian
stance: toughness	berserker,bruiser,guardian,monk,paladin,shadowknight
stand firm	berserker,guardian
starnova	fury
static pulse	coercer,conjuror,illusionist,necromancer,warlock,wizard
steady bow	ranger
stealth	assassin,ranger
stealth assault	assassin
stealth assault xii	assassin
stinging swarm	fury,warden
stone deaf	bruiser
stoneskin	conjuror
storm of arrows	ranger
storm of lightning	coercer,conjuror,illusionist,necromancer,warlock,wizard
storm of lightning xii	wizard
storm of lightning xiii	wizard
storm of shale	warden
storm of steel	swashbuckler
stormbringer's resolve	fury
storming tempest	wizard
strangling throw	brigand,swashbuckler
stream of arrows	ranger
street smarts	brigand,swashbuckler
street smarts xii	brigand
street smarts xiii	brigand
striking cobra	monk
striking cobra xii	monk
striking cobra xiii	monk
stunning blow	brigand
stunning roar	berserker
stupefy	coercer,illusionist
subterfuge	fury,warden
subtle strikes	berserker,bruiser,guardian,monk,paladin,shadowknight
sucker punch	bruiser
summon food and water	channeler,defiler,fury,inquisitor,mystic,templar,warden
summon shadows	warlock,wizard
summoner's mark	conjuror,necromancer
summoners siphon	conjuror
surge of ro	wizard
survival instincts	assassin,ranger
survival instincts xii	ranger
swarthy deception	swashbuckler
swill	inquisitor
sylvan bloom	warden
sylvan bloom xii	warden
sylvan bloom xiii	warden
sylvan bloom xiv	warden
sylvan bloom xv	warden
sylvan embrace	warden
sylvan touch	fury,warden
sylvan wind	fury,warden
symbol of marzin	templar
symbol of marzin xii	templar
symbol of transal	inquisitor,templar
synergism	illusionist
taffo's brilliant blade	dirge,troubador
tap essence	troubador
tap essence xii	troubador
tap veins	shadowknight
tarven's crippling crescendo	dirge
tarven's crippling crescendo xii	dirge
tarven's crippling crescendo xiii	dirge
taunt	berserker,bruiser,guardian,monk,paladin,shadowknight
taunting assault	guardian
taunting blow	berserker,guardian
taunting blow xii	guardian
taunting blow xiii	guardian
taunting blow xiv	guardian
taunting slap	bruiser,monk
taunting strike	guardian
teachings of the underworld	necromancer
teachings of the underworld xii	necromancer
teachings of the underworld xiii	necromancer
tease	swashbuckler
tease xii	swashbuckler
tellurian recruit	conjuror,necromancer
tempest	fury
tempest xii	fury
tempest xiii	fury
tempest xiv	fury
tenacity	inquisitor
tenacity xii	inquisitor
tenacity xiii	inquisitor
tendrils of horror	defiler
terror chant	defiler
terror chant xii	defiler
terror chant xiii	defiler
theorems	illusionist
thieves guild	brigand
thorncoat	warden
thorncoat xii	warden
thorncoat xiii	warden
thorncoat xiv	warden
thornskin	fury
thornskin xii	fury
thornskin xiii	fury
thornskin xiv	fury
thorny trap	ranger
thrust kick	bruiser,monk
thunderbolt	fury
thunderbolt xii	fury
thundering fists	bruiser,monk
thunderous overture	troubador
thunderous overture xii	troubador
thuri's doleful thrust	dirge
thuri's doleful thrust xii	dirge
thuri's doleful thrust xiii	dirge
thuri's doleful thrust xiv	dirge
tongue twist	warlock,wizard
torment	inquisitor
torment xii	inquisitor
torment xiii	inquisitor
torment xiv	inquisitor
tormenting conversion	inquisitor
torpor	mystic
torture	assassin
torture xii	assassin
torture xiii	assassin
totemic aid	defiler,mystic
touch of life	templar
touch of resistance	inquisitor
tower of stone	guardian
tracing shot	ranger
tracing wound	assassin
tracking	assassin,beastlord,brigand,dirge,ranger,swashbuckler,troubador
tranquil vision	monk
tranquility	warden
transcendence	mystic
transcendence xii	mystic
transcendence xiii	mystic
transfer life	necromancer
trick shot	ranger
trick shot xii	ranger
triple shot	ranger
triple shot xii	ranger
tsunami	monk
tunare's watch	warden
tyrant's pact	wizard
tyrant's pact xii	wizard
tyrant's pact xiii	wizard
tyrant's resolve	wizard
ultraviolet beam	illusionist
ultraviolet beam xii	illusionist
ultraviolet beam xiii	illusionist
ultraviolet beam xiv	illusionist
ultraviolet beam xv	illusionist
umbral trap	defiler,mystic
umbral warding	mystic
umbral warding xii	mystic
umbral warding xiii	mystic
unbroken	monk
undead horde	necromancer
undead knight	necromancer
undead knight xii	necromancer
undead knight xiii	necromancer
undead knight xiv	necromancer
undergrowth	warden
unending agony	shadowknight
unending agony xii	shadowknight
unending agony xiii	shadowknight
unflinching will	berserker
unflinching will xii	berserker
unflinching will xiii	berserker
unholy blessing	shadowknight
unholy blessing xii	shadowknight
unholy blessing xiii	shadowknight
unholy covenant	necromancer
unholy covenant xii	necromancer
unholy covenant xiii	necromancer
unholy hunger	shadowknight
unholy hunger xii	shadowknight
unholy hunger xiii	shadowknight
unholy stampede	shadowknight
unholy strength	shadowknight
unholy strength xii	shadowknight
unliving eyes	necromancer
unswerving hammer	templar
untamed regeneration	fury
untamed regeneration xii	fury
untamed regeneration xiii	fury
untamed shroud	fury
unveil	coercer
unyielding advance	paladin,shadowknight
unyielding benediction	templar
unyielding will	berserker,guardian
uppercut	bruiser
ursine avatar	mystic
ursine avatar xii	mystic
vacuum field	warlock
vacuum field xii	warlock
vacuum field xiii	warlock
vacuum field xiv	warlock
vampire bats	conjuror,necromancer
vampirism	necromancer
vehemence	defiler
vehemence xii	defiler
vehement skin	conjuror
veil of the unseen	coercer,illusionist
velium winds	mystic
velium winds xii	mystic
velium winds xiii	mystic
velium winds xiv	mystic
velocity	coercer
vengeance	inquisitor
verdant whisper	warden
verdict	inquisitor
verdure	fury,warden
verdurous journey	warden
verlien's keen of despair	dirge
verlien's keen of despair xii	dirge
verlien's keen of despair xiii	dirge
vexing verses	troubador
vexing verses xii	troubador
vexing verses xiii	troubador
vigor	fury,warden
vigor of trust	paladin,shadowknight
villainy	assassin
villainy xii	assassin
villainy xiii	assassin
virtue	templar
virtue xii	templar
viscerate	swashbuckler
viscerate xii	swashbuckler
viscerate xiii	swashbuckler
viscerate xiv	swashbuckler
vision of madness	berserker
vital intercession	templar
vital intercession xii	templar
vital intercession xiii	templar
vital intercession xiv	templar
vital strike	brigand
vital transfer	wizard
vital transfer xii	wizard
vital transfer xiii	wizard
vivication	defiler
vivid seal	warlock,wizard
voice of the ancestors	defiler
void contract	warlock
void contract xii	warlock
void contract xiii	warlock
wail of the banshee	dirge
wailing haze	defiler,mystic
waking dragon	monk
waking dragon xii	monk
waking dragon xiii	monk
wall of rage	berserker
wall of rage xii	berserker
wall of rage xiii	berserker
walt's singing blade	dirge,troubador
war cry	berserker
war cry xii	berserker
ward of the untamed	warden
warden of the forest	warden
warden of the forest xii	warden
wards of spirit	defiler,mystic
wards of the eidolon	mystic
warring deities	templar
warring deities xii	templar
water spirit	mystic
watery respite	templar
weakness	channeler,defiler,fury,inquisitor,mystic,templar,warden
weapon counter	berserker
whirl	berserker,bruiser,guardian,monk,paladin,shadowknight
whirling blades	assassin
whirling blades xii	assassin
wild accretion	defiler
wild accretion xii	defiler
wild accretion xiii	defiler
wild spirit	fury,warden
wild swing	berserker,bruiser,guardian,monk,paladin,shadowknight
will of the heavens	monk
will of the heavens xii	monk
will of the heavens xiii	monk
willow wisp	warden
willow wisp xii	warden
willow wisp xiii	warden
willowskin	fury,warden
wind walk	monk
winds of healing	warden
winds of healing xii	warden
winds of healing xiii	warden
winds of permafrost	warden
winds of renewal	fury,warden
winds of velious	conjuror
winter's sting	warden
word of redemption	templar
word of redemption xii	templar
word of redemption xiii	templar
wound	berserker,guardian
wrath	channeler,defiler,fury,inquisitor,mystic,templar,warden
wrath of the ancients	mystic
wrath stance	paladin
wrath stance xii	paladin
wrath stance xiii	paladin
zander's choral rebuff	dirge,troubador
